,Respondent,Redis,MariaDB,Elasticsearch,SQL Server,Google Cloud Storage,PostgreSQL,Apache Hive,Neo4j,MongoDB,IBM Db2,Amazon DynamoDB,Amazon RDS/Aurora,Google BigQuery,MySQL,Cassandra,Oracle,Memcached,Amazon Redshift,Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQLite
506,718,,,,,,,,,,,,,,,,,,,,,
507,719,1,,,,,1,,,,,,,,1,,,,,,,
508,720,,,,1,,,,,,,,,,,,,,,,,
509,721,,,,1,,,,,1,,,,,1,,,,,,,
510,722,,,,1,,,1,1,,1,,,,1,1,1,,,,1,
511,723,,,,,,,,,,,,,,,,,,,,,
512,725,,,,,,,,,,,,,,,,,,,,,
513,726,,,,1,,,,,,,,,,,,,,,,,
514,727,,1,1,,,,,,,,,,,1,,,1,,,,
515,728,,,,,,,,,,,,,,1,,,,,,,
516,729,,,,,,1,,,,,1,,,,,,,,,,1
517,730,,,,1,,,,,1,,,,,,,,,,,,1
518,731,1,,,1,,1,,,1,,,,,1,,,,,,,
519,732,,,,1,,,,,,,,,,1,,,,,,,1
520,733,,,,,,,,,,,,,,1,,,,,,,
521,734,,,,,,1,,,,,,,,,,,,,,,
522,735,,,,,,,,,,,,,,,,,,,,,
523,736,,,,,,,,,,,,,,,,,,,,,
524,738,1,,1,,,1,,,,,,1,,1,,,,1,,,
525,739,,,,1,,,,,,,,,,,,,,,,,
526,740,,,,,,1,,,,,,,,,,,,1,,,
527,742,,,,,,,,,,,,,,,,,,,,1,1
528,743,,,,,,,,,,,,,,,,,,,,,
529,744,,,1,,,1,,,,,,,,,,,,,,,
530,746,,,,1,,,,,,,,1,,1,,,,,,,
531,747,,,,,,,,,,,,,,,,,,,,,
532,749,,,,,,,,,,,,,,1,,,,,,,
533,750,,,,,,,,,,,,,,,,,,,,,
534,751,,,,1,,,,,,,,,,1,,,,,,,
535,753,,,,1,,,,,,,,,,,,,,,,,
536,754,,,,,,,,,,,,,,,,,,,,,
537,755,,,,,,1,,,,,,,,1,,,,1,,,
538,756,1,1,1,1,,,,1,1,,,1,,1,,1,1,,,,
539,758,,,,1,,,,,,,,,,1,,,,,,,
540,759,,1,,,,1,,,,,,1,,1,,,,,,,
541,760,,,1,,,,,,,,,,,,,,,,,1,1
542,761,,,,,,1,,,,,,,,1,,,,,,,
543,762,,,,,,1,,,1,,,,,,,,,,,,
544,763,,,,1,,,,,,,,,,,,1,,,,,
545,764,1,1,,,,1,,,,,,1,,1,,,,,,,1
546,766,,1,,,1,,,,1,,,,,1,,,,,,,
547,767,,,,,,,,,1,,,,,,,,,,,1,
548,768,,,,,,,,,,,,,,,,,,,,,
549,769,,,,,,,,,,,,,,1,,,1,,,,
550,770,1,,1,,1,1,,,,,,,,,,,,,,,1
551,771,,,,1,,,,,,,,,,1,,1,,,,,
552,772,,,,1,,,,,,,,,,,,,,,,,
553,773,,,,,,1,,,1,,,,,1,,,,,,,
554,774,1,1,,,,1,,,1,,,,,,,,1,,,,
555,775,,,,1,,,,,,,,,,1,,,,,,,
556,777,,,,,,,,,,,,,,,,,,,,,
557,778,,,,,,,,,,,,,,1,,,,,,,
558,780,,,,,,,,,,,,,,,,,,,,,
559,781,,,,1,,1,,,,,,,,,,,,,,,
560,782,,,,1,,,,,,,,,,1,,,,,,,
561,784,,,1,1,,,,,1,,,,,1,,1,,,,,1
562,785,,,,1,,,,,1,,,,,,,,,,,,1
563,786,1,,,,,,,,,,,,,1,,,,,,,
564,787,1,,,,,1,,,1,,,,,1,,1,,,,,
565,788,,,,,,,,,,,,,,,,,,,,,
566,790,,,1,,,,,,,,,,,1,,,,,,,
567,791,,,,,,,,,,,,,,,,,,,,,
568,794,,,,,,,,,,,,,,,,,,,,,
569,795,,,,,,,,,,,,,,,,,,,,,
570,797,,,,,,,,,,,,,,1,,,,,,,
571,798,,,,,,,,,,,,,,,,,,,,,
572,799,,,,1,,1,,,,,,,,,,,,,,,
573,800,,,,,,1,,,1,,,,,,1,,,,,,
574,801,,,,,,,,,,,,,,,,,,,,,
575,802,,,,,,,,,,,,,,,,,,,,,
576,804,,,,,,1,,,,,,,,,,,,,,,
577,805,,,,,,1,,,,,,,,1,,,,,,,
578,806,,,,,,,,,,,,,,,,,,,,,
579,807,,,,,,1,,,,,1,1,1,1,,,,1,,,
580,808,,1,,1,1,1,,,,,,,,1,1,,,,,,
581,809,,,,1,,,,,,,,,,1,,,,,,,
582,810,,,,1,,,,,,,,,,,,,,,,,
583,811,,,,,,,,,,,,,,,,,,,,,
584,812,1,,1,1,,,,,,,,,,,,,,,,,
585,814,,,,1,,,,,,,,,,1,,1,,,,1,1
586,816,1,1,1,,,,,,,,,,,1,,,1,,,1,
587,817,,,,,,,,,,,,,,,,,,,,,
588,818,1,,1,,,1,,,,,,1,,,,,,,,,
589,820,,,,,,1,,,,,,,,1,,,,,,,
590,821,,,,,,,,,,,,,,,,,,,,,
591,822,,,,,,,,,,,,,,,,,,,,,
592,823,,,,1,,,,,,,,,,,,,,,,,
593,826,,,1,,,,,,,,,,,1,,,,,,,
594,828,,1,,1,,,,,,,,,,1,,,,,,,
595,829,,,,,,,,,,,,,,,,,,,,,
596,831,,,,,,,,,,,,,,,,,,,,,
597,832,,,,,,,,,,,,,,,,1,,,,,
598,834,,,,,,,,,,,,,,,,,,,,,
599,835,,,,,,,,,,,,,,,,,,,,,
600,838,,,,,,,,,1,,,,,1,,1,,,,,
601,839,,1,,1,,,,,,,,,,1,,1,,,,1,
602,840,,,,,,,,,1,,,,,,1,,,,,,
603,841,,,,,,,1,,,,,,,,,,,,1,,
604,842,,,1,,,1,,,1,,1,1,,,,,,,,,
605,843,,,,1,,,,,,,,,,1,,,,,,,1
606,845,,,1,,,,,,,,,,,1,,,1,,,,1
607,847,,,,,,,,,,,,,,1,,,,,,,1
608,848,1,,1,,,,,,1,,1,1,,,,1,,,,,
609,850,,,,1,,,,,,,,,,,,,,,,,
610,851,1,,,,,1,,,,,,1,,1,,,,,,,
611,852,,,,1,,,,,,,,,,,,,,,,,
612,853,,,,,,,,,,,,,,,,,,,,,
613,854,,,,1,,,,,,,,,,,,,,,,,
614,856,,,,,,,,,,,,,,,,,,,,,
615,857,,1,,1,,1,,,1,,1,,,1,,,,,,,
616,860,,,,1,,,,,,,,,,,,,,,,,
617,861,,,,,,1,,,,,,1,,1,,,,,,,
618,862,,,,,,,,,,,,,,,,,,,,,
619,863,,,,,,,,,,,,,,,,,,,,,
620,865,1,1,1,1,,1,,,1,,,,,1,,,,,,1,
621,868,,,,1,,1,,,,,1,1,,1,,,1,1,,,
622,869,,,,,,,,,1,,,,,,,,,,,,
623,872,,,,,,,,,,,,,,,,,,,,,
624,873,,,,,,,,,,,,,,,,,,,,,
625,874,,,,1,,,,,,,,,,,,,,,,,
626,876,,,1,,,,,,,,,,,1,,,,,,,
627,879,,,,1,,,,,1,,,,,,,,,,,,
628,881,1,1,1,1,1,1,,,,,,,,1,,,1,,,,
629,882,,,,1,,,,,,,,,,,,,,,,,
630,883,,1,,,,,,,,,,,,1,,,,,,,1
631,884,,,1,,,1,,1,,,,,,,,,,,,,
632,885,,,,,,,,,,,,,,,,,,,,,
633,887,,,,,,1,,,,,,,,,,,,,,,
634,890,1,,1,1,,,,,,,,,,,,,,,,1,
635,892,,1,,,,,,,,,,,,1,,,,,,,
636,895,,,,,,,,,,,,,,,,,,,,,
637,896,,,,1,,1,,,,,,,,,,,,,,,
638,897,,,,1,,,,,,,,,,,,,,,,,
639,898,,,,1,,,,,,,,,,1,,,,,,1,
640,900,,,,,,,,,,,,,,,,,,,,,
641,902,,,,,,,,,,,,,,,,,,,,,
642,903,,,,,,,,,,,,,,,,,,,,,
643,904,,,,,,,,,,,,,,,,,,,,,
644,905,,,,,,,,,,,,,,1,,,,,,,
645,906,,,,,,,,,,,,,,,,,,,,,
646,907,,,,,,1,,,,,,,,1,,,,,,,
647,908,,,,,,,,,,,,,,1,,,,,,,
648,909,1,,,1,,,,,1,,1,1,,,,,,1,,1,
649,910,,,,,,,,,,,,,,,,,,,,,
650,912,,,,1,1,,,,,,,,,1,,,,,,,
651,913,,,,,,,,,,,,,,,,,,,,,
652,916,,,,,,,,,,,,,,,,,,,,,
653,922,,,,1,,,,,,,,,,,,,,,,,
654,923,,,,,,1,,,1,,,,,1,,,,,,,1
655,924,,,,,,,,,,,,,,,,,,,,,
656,925,,,,,,,,,,,,,,,,,,,,,
657,926,,,,,,,,,,,,,,,,,,,,,
658,927,,,1,1,,,,,1,,,,,,,,,,,,
659,928,,,,,,,,,,,,,,1,,,,,,,
660,929,,1,,1,,,,,,,,,,1,,,,,,,
661,930,,,,,,,,,,,,,,,,,,,,,
662,931,,,,,,,,,,,,,,,,,,,,,
663,932,,,,,,,,,,,,,,1,,,,,,,
664,933,1,1,1,,,,,,,,,,,1,,,,,,,
665,934,,,,,,,,,,,,,,,,,,,,,
666,935,,,,,,,,,,,,,,,,,,,,,
667,936,,,,,1,,,,,,,,,,,,,,,,1
668,937,,,,1,,1,,,,,,,,,,,,,,,
669,939,,,,1,,,,,,,,,,,,,,,,,
670,940,,,1,,,,,,1,,,,,1,,,1,,,,
671,941,1,1,,1,,,,,1,,,,,1,,,1,,,,1
672,942,,,,,,,,,,,,,,1,,1,,,,,
673,943,,,,1,,,,,,,,,,1,,,,,,,
674,944,,,,1,,1,,,,,,,,,,,,,,,
675,946,,,,,,1,,,,,,1,,1,,,,,,,
676,947,,,,1,,,,,,,,,,,,,,,,,
677,948,,,,,,,,,,,,,,1,,,,,,,
678,949,,,,1,,,,,,,,,,,,,,,,,
679,951,,,,,,,,,,,,,,,,,,,,,
680,952,,,,,,,,,,,,,,,,1,,,,,
681,954,,,,,,,,,,,,,,,,1,,,,,
682,955,,,,,,,,,,,,,,,,,,,,,
683,957,,,,,,,,,,,,,,1,,,,,,,1
684,958,,,,,,,,,,,,,,,,,,,,,
685,961,,,,,,,,,,,,,,,,,,,,,
686,962,,,,1,,,,,,,,,,,,,,,,,
687,963,,,,,,1,,,,,,,,,,,,,,,
688,964,1,1,,1,1,1,,,1,,,,1,1,,1,,,,1,
689,966,,,,,,,,,,,,,,,,,,,,,
690,967,,,,,,,,,,,,,,,,,,,,,
691,968,,,,,,1,,,,,,,,,,,,,,,
692,969,,,,1,,,,,,,,,,,,,,,,,
693,971,,,,,,,,,,,,,,,,,,,,,
694,972,,,,,,,,,,,1,,,1,,,,,,,
695,974,,,,,,,,,,,,,,,,,,,,,
696,975,,,,,,,,,,,,,,,,,,,,,
697,980,,,,,,,,,,,,,,,,,,,,,
698,981,,,,,,,,,,,,,,,,,,,,,
699,983,,,,1,,,,,,,,,,,,,,,,,
700,984,,,1,,,1,,,,,,1,,1,,,1,1,,,
701,986,,,,,,,,,1,,,,,1,,1,,,,,1
702,988,1,,,,,,,,,,,,,,,,,,,1,
703,990,,,,,,,,,,,,,,,,,,,,,
704,991,,,,1,,,,,,,,,,,,,,,,,1
705,997,,,1,,,,,,,,,,,1,,,,,,,1
706,998,,,,,,,,,,,,,,,,,,,,,
707,999,,,,,,,,,,,,,,1,,,,,,,
708,1000,,,,,,1,,1,1,,,,,,,,,,,,
709,1001,,,,1,,1,,,,,,,,1,,,,,,1,
710,1006,,,,,,,,,,,,,,1,,,,,,,
711,1007,1,,,,,1,,,,,,,,1,,,,,,,
712,1008,,,,,,1,,,,,,,,,,,,,,,
713,1009,,,,,,,,,1,,,,,,,,,,,,
714,1010,1,,1,,,1,,,,,,,,1,,,,,,,
715,1011,,,,,,,,,,,,,,,,,,,,,
716,1013,,,,,,,,,,,,,,,,,,,,,
717,1015,,,,1,,,,1,,,,,,,,,,,,,
718,1016,1,1,,,,1,,,,,,,,1,,,1,,,,
719,1018,,,,,,1,,,,,,,,1,,,,,,,1
720,1020,,,,1,,,,,,,,,,1,,,,,,,
721,1021,1,1,,,,,,,,,,,,1,,,,,,,
722,1023,,,,,,,,,,,,,,1,,,,,,,
723,1024,,,,1,,,,,,,,,,,,1,,,,,
724,1025,1,,,1,,1,,,1,,,,,1,,,,,,,
725,1027,,,,,,1,,,1,,,,,,,,,,,,
726,1028,,1,,1,,,,,1,,,,,1,,,,,,,
727,1030,,,,,,1,,,1,,,,,,,,,,,,1
728,1032,,,,,,,,,,,,,,,,,,,,,
729,1033,,,,,,,,,,,,,,,,,,,,,
730,1034,,1,,1,,,,,,,,,,1,,,,,,,
731,1035,,,,1,,,,,,,,,,1,,,,,,,
732,1036,,1,,1,,,,,,,,,,1,,1,,,,,1
733,1037,,,,1,,,,,,,,,,,,,,,,,
734,1038,,,1,1,,,,,,,,,,,,,,,,,
735,1039,1,,1,,,1,,,,,,,,1,,,,,1,,
736,1040,,,,1,,1,,,,,,,,,,,,,,,
737,1041,,1,,,,1,,,1,,,,,1,,,,,,,1
738,1042,,,,,,,,,,,,,,,,,,,,,
739,1044,,,,1,,,,,,,,,,,,,,,,,1
740,1045,,,,,,1,,,,,,,,1,,,,,,,1
741,1047,,,,,,,,,,,,,,,,,,,,,
742,1050,,,,,,,,,,,,,,,,,,,,,
743,1051,,,,,,,,,,,,,,,,,,,,,
744,1053,1,,,,1,1,,,,,,,,,,1,,,,,1
745,1054,,,,,,,,,,,,,,,,,,,,,
746,1056,,,,,,,,,,,,,,,,,,,,,
747,1057,,,,,,,,,,,,,,,,1,,,,,
748,1058,,,,1,,,,,,,,,,1,,,,,,,
749,1059,,,,,,,,,,,,,,,,,,,,,
750,1060,,,,1,,,,,,,,,,1,,,,,,,
751,1061,,,,1,,,,,,,1,,,1,,,1,,,,1
752,1062,,,,,,,,,,,,,,,,,,,,,
753,1063,,,,1,,,,,,,,,,1,,,,,,,
754,1065,,,,,,,,,,,,,,,,,,,,,1
755,1067,,,,,,,,,,,,,,,,,,,,,
756,1070,,,,,,,1,,1,,,,,1,,,,,,,
757,1071,,,,,,,,,,,,,,,,,,,,,1
758,1072,,,,,,,,,,,,,,,,,,,,,
759,1074,,,,1,,,,,,,,,,1,,,,,,,1
760,1075,,,,1,,,,,,,,,,1,,,,,,1,
761,1076,,,,,,,,,,,,,,,,,,,,,
762,1077,,,,,,,,,,,,,,,,,,,,,
763,1078,,,,,,,,,,,,,,,,,,,,,
764,1079,,,,1,,,,,,,,,,,,,,,,,
765,1080,1,1,,,,1,,,,,,1,,1,,,,,,,1
766,1083,1,,,1,,,,,,,,,,,,,,,,,
767,1084,,,,,,,,,,,,,,,,,,,,,
768,1085,,,,,,1,,,,,,,,,,,,,,,
769,1086,,,,,,,,,1,,,,,1,,,,,,,
770,1089,1,,1,,,1,,,1,,,,,1,,,,,,,
771,1091,,,,,,1,,,,,,,,1,,,,,,,
772,1094,,,,,,,,,1,,,,,,,,,,,1,
773,1095,,,,,,,,,,,,,,,,,,,,,
774,1098,1,,,1,,,,,,,,1,,1,,,,,,,
775,1099,1,,,,,,,,,,,,,,,,,,,,
776,1100,,,,,,,,,,,,,,1,,,,,,,
777,1102,,,,,,1,,,,,,,,1,,,,,,,1
778,1103,,,,,,,,,,,,,,,,,,,,,
779,1105,,,,,,1,,,1,1,,,,1,,1,,,,,1
780,1106,,,,,,,,,,,,,,,,,,,,,
781,1107,,,,,,1,,,,,,,,,,,,,,,
782,1108,,,,,,,,,,,,,,,,,,,,,
783,1109,,,,1,,,,,,1,,,,,,,,,,,
784,1110,,,,,,,,,1,,,,1,1,,,,,,,
785,1111,,,,,,,,,,,,,,1,,,,,,,
786,1112,,,,,,,,,,,,,,,,,,,,,
787,1113,,,,,,,,,,,,,,1,,,,,,,
788,1117,,,,1,,,,,,,,,,,,,,,,,
789,1118,,,,1,1,,,,1,,,1,,1,,,,,,,
790,1119,,,,,,,,,,,,,,,,,,,,,
791,1121,1,,,,,,,,1,,1,1,,1,,,,,,,
792,1122,,,,,,,1,,,,,,,,,,,,1,,
793,1123,,,,1,,1,,,,,,,,1,,1,,,,,1
794,1124,,,,1,,,,,1,,,,,,,,,,,1,
795,1125,1,,,,,,1,,,,,,,1,,1,,,,,
796,1127,,,,,,1,,,,,,,,,,,,,,,
797,1128,,,,,,1,,,,,,,,,,,,,,,
798,1129,,,,,,1,,,,,,,,,,,,,,,
799,1130,,1,,,,,,,,,,,,1,,,1,,,,
800,1131,,,,,,,,,,,,,,,,,,,,,
801,1132,,,,,,,,,,,,,,,,,,,,,
802,1133,,,,,,,,,,,,,,,,,,,,,
803,1135,,,,,,,,,,,,,,1,,1,,,,,1
804,1137,,1,,,,1,,,1,,,,,1,,,,,,,
805,1138,,,,1,,1,1,,,,,,,1,,,,,,,1
806,1139,1,,1,,,1,,,,,,1,,,,,,,,,
807,1141,1,,,1,,1,,,1,,,,,1,,1,1,,,,1
808,1142,,,1,,1,,,,1,,,,,,,1,,,,,
809,1143,,,,,,,,,,,,,,,,,,,,,
810,1144,,,,,,,,,,,,,,,,,,,,,
811,1145,1,,,1,,,,,1,,,,,1,,,,,,,
812,1146,,,,,,,,,,,,,,,,1,,,,,1
813,1147,,,,1,,,,,,,,,,1,,1,,,,,
814,1148,,,,,,,,,,,,,,,,,,,,,
815,1149,,,,1,,1,,,,,,,,1,,,,,,,
816,1150,,,1,,1,,,,1,,,1,,1,,,,,,,
817,1151,,,,,,,,,1,,,,,,,,,,,,1
818,1152,,,,,1,,,,,,,,1,,,,,,,,
819,1153,,,,,,,,,,,1,,,,,,,,,,
820,1155,,,,,,,,,,,,,,,,1,,,,,
821,1156,,,,,,,,,,,,,,1,,,,,,,
822,1157,,1,,,,1,,,1,,,,,1,,,,,,,1
823,1159,,,,,,,,,,,,,,,,,,,,,
824,1160,,,,,,,,,,,,,,,,,,,,,
825,1162,,,,,,,,,,,,,,,,,,,,,
826,1163,,,,,,,,,,,,,,,,,,,,,
827,1164,,,,1,1,,,,,1,,,1,,,,,,,,
828,1166,,,,,,,,,,,,,,,,,,,,,
829,1172,,,,,,,,,,,,,,,,,,,,,
830,1174,,,,,,,,,,,,,,,,,,,,,
831,1178,,,,,,1,,,,,1,,1,,,,,,,,
832,1179,,,1,1,,,,,1,,,,,1,1,,,,1,,
833,1180,,,,1,,1,,1,,,,,,1,,1,,,,,1
834,1181,1,,1,,,,,,1,,1,,,1,,,,,,,
835,1183,,,,1,,,,,,,,,,1,,,,,,,1
836,1185,,,,1,,,,,1,,,,,,,,,,,,
837,1187,,,,,,,,,,,,,,,,,,,,,
838,1188,,,,,,,,,,,,,,1,,,,,,,
839,1189,1,1,,1,,1,,,,,,,,1,,,1,,,1,1
840,1190,1,,,1,,,,,,,,,,1,,,,,,,
841,1192,,,,,,,,,,,,,,,,,,,,,
842,1194,,,,,,,,,,,,,,,,,,,,,
843,1195,1,,,1,,,,,,,,,,,,,,,,,
844,1196,,1,,1,,,,,,,,,,1,,,,,,,1
845,1197,,,,,,,,,,,,,,,,,,,,,
846,1198,1,,1,,1,1,,,1,,1,1,,1,1,,1,1,1,,1
847,1201,,,,,,,,,,,,,,1,,,,,,,
848,1202,,,1,,,1,,,,,,,,1,,,,,,,
849,1205,,,,,,,,,1,,,,,1,,,,,,,
850,1206,,,,1,,,,,,,,,,,,,,,,,
851,1207,,,,,,,,,,,,,,,,,,,,,
852,1208,,,,,,,,,,,,,,,,,,,,,
853,1209,1,,,1,,,,,1,,,,,,,1,,,,,
854,1210,1,,,,,1,,,,,,,,1,,,,,,,1
855,1211,,,,,,,,,,,,,,1,,,1,,,,1
856,1212,,,,1,,,,,,,,,,,,1,,,,,
857,1213,,,1,,,,,,,,,,,1,,,,,,,
858,1215,,,,1,,1,,,,,,,,1,,,,,,,
859,1216,,,,1,,,,,,,,,,,,,,,,1,
860,1217,,,,1,,,,,,,,,,,,,,,,,
861,1219,,,,,,,,,1,,,,,,,,,,,,1
862,1221,,,,1,,,,,1,,,,,,,,,,,,1
863,1222,,,,,,1,,,,,,,,,,,,,,,
864,1223,,,,,,,,,,,,,,,,,,,,,
865,1224,,,,1,,,,,,,,,,1,,,,,,,1
866,1225,1,,1,1,,1,,,1,,,,,1,,,,,,,
867,1227,,,,1,,,,,1,,,,,1,,,,,,,
868,1229,,,,,,,,,,,,,,1,,,,,,,
869,1230,,,,,,,,,,,,,,,,,,,,,1
870,1231,,,,1,,1,,1,,,,,,1,,1,,,,,
871,1232,1,,1,,,1,,,,,,1,,,,,,,,,
872,1233,,,,1,,,,,,,,,,1,,,,,,,
873,1236,,,,1,,,,,1,,,,,1,,,,,,,
874,1238,,,,1,,1,,,,,,,,1,,,,,,,
875,1239,,,,,,,,,,,,,,1,,,,,,,1
876,1240,,1,1,,,1,,,,,,,,1,,,,,,,1
877,1241,,,,1,,,,,,,,,,,,,,,,1,
878,1242,1,,1,1,,,,,,,1,1,,1,,,,,,,
879,1243,,,,,,,,,,,,,,,,,,,,,
880,1244,,,,,,,,,,,,,,1,,,,,,,1
881,1245,,,,,,,,,,,,,,,,,,,,,
882,1246,,,,1,,,,,,,,,,,,,,,,,
883,1247,1,1,1,1,,,,,,,,1,,1,,,,,,,
884,1248,1,,,,,,,,,,,,,,1,,,,,,
885,1249,,,,,,,,,,,,,,,,,,,,,
886,1250,,,,,,,,,,,,,,,,,,,,,
887,1251,,,,,,,,,1,,,,,,,,,,,,
888,1253,,,,,,,,,,,,,,,,,,,,,
889,1254,,,,,,1,,,,,,,,1,,,,,,,
890,1255,1,1,,,,,,,,,,,,1,,,,,,,
891,1256,,,,,,,,,,,,,,,,,,,,,
892,1258,,,,,,1,,,,,,,,,,,,,,,
893,1259,,1,,1,,,,,,,,,,1,,,,,,,1
894,1260,,,,,,,,,,,,,,1,,,,,,,
895,1262,,,,,,,,,,,,,,,,,,,,,
896,1263,,,,,,,,,,,,,,,,,,,,,
897,1264,1,1,,,,1,,,,,,,,,,,,,,,1
898,1265,1,,,,,1,,,,,,,,1,,,,,,,
899,1268,,,,,,,,,,,,,,1,,,,,,,
900,1269,,,,,,,,,,,,,,,,,,,,1,
901,1270,,,,,,,,,,,,,,,,,,,,,
902,1273,,,,,,,,,,,,,,,,,,,,,
903,1274,,,1,,,,,,1,,,,,1,,,,,,,1
904,1275,1,,1,1,,,,,1,,,,,1,,,,,,1,
905,1276,,1,,,,,,,,,,,,1,,,1,,,,
906,1278,,,,,,,,,,,,,,1,,,,,,,
907,1279,,,,1,,,,,,,,,,,,1,,,,,1
908,1280,,,,,,1,,,,,,1,,,,,,,,,1
909,1282,,,,,,1,,1,,,,,,,,,,,,,
910,1283,,,,,,,,,,,,,,,,,,,,,
911,1284,,,,,,,,,,,,,,,,,,,,,
912,1285,,,,1,,,,,,,,,,,,,,,,,
913,1286,,,,,,,,,,,,,,,,,,,,,1
914,1288,,,,,,,,,1,,,,,,,,,,,,
915,1289,,,,,,1,,,,,,,,1,,,,,,,1
916,1290,,,,,,,,,,,,,,,,,,,,,
917,1291,,,,,,,,,,,,,,,,,,,,,
918,1292,,,1,1,,,,,,,,,,,,,,,,,
919,1293,,1,,,,,,,,,,,,1,,,,,,,
920,1294,,,,,,,,,,,,,,,,,,,,,
921,1295,,,,,1,,,,,,,,,,1,,,,,,
922,1296,,,,1,,,,,,,,,,1,,,,,,,
923,1297,,,,1,,,,,,,,,,1,,1,,,,,
924,1298,,,1,,,1,,,1,,,,,,,,,,,,
925,1299,,1,,,,,,,,,,,,1,,1,,,,,
926,1303,,,,,,,,,,,,,,,,,,,,,
927,1306,,,,1,,,,,,,,,,1,,,,,,,
928,1307,,,,1,,,,,,,,,,,,,,,,,1
929,1309,,,,,,,,,,,,,,,,,,,,,
930,1310,1,,1,,,1,,,,,1,1,,,,,,,,,
931,1311,,1,,,,,,,1,,,,,1,,,,,,,1
932,1312,,,,,,1,,,,,,,,1,,,,,,,
933,1313,,,,1,,,,,,,,,,,,,,,,,
934,1314,,,,1,,,,,,,,,,,,,,,,,
935,1315,,,,1,,,,,1,,,,,1,,1,,,,,
936,1316,,,,,,,,,,,,,,1,,,,,,,
937,1317,,,,,,1,,,,,,,,,,,,,,,
938,1318,,,,,,1,,,,,,,,1,,,,,,,
939,1319,,,,,,1,,,,,,,,,,,,,,,
940,1320,,,,,,,,,,,,,,1,,,,,,,
941,1321,,1,,1,,1,,,,,,,,1,,,,,,,
942,1322,,,1,,,1,,,,,,,,1,,,,,,,
943,1326,,,,,,1,,,,,,,,,,,,,,,
944,1327,,,,,,,,,,,,,,,,,,,,,
945,1328,,,,,,,,,,,,,,,,,,,,,
946,1329,,,,,,,,,,,,,,,,,,,,,
947,1331,,,,,,,,,,,,,,1,,,,,,,
948,1333,,,,,,,,,,,,,,,,,,,,,
949,1334,,,,,,,,,,,,,,1,,,,,,1,
950,1335,,,,,,,,,,,,,,,,,,,,,
951,1336,1,1,,1,,,,,1,,,1,,1,,,,,,1,
952,1337,1,,1,,,1,,,1,,,1,,1,,,1,,,,
953,1338,,,,,,,,,,,,,,,,,,,,,
954,1339,,,,1,,,,,,,,,,,,,,,,1,
955,1340,,,,,,,,,,,,,,,,,,,,,
956,1341,,1,1,1,1,1,,1,1,,,,,1,,1,,1,,,
957,1342,,1,,,,,,,,,,,,,,,,,,,
958,1343,,,,,,,,,,,,,,1,,1,,,,,
959,1344,,,,1,,,,,,,,,,1,1,,,,,,
960,1345,,,,,,,,,,,,,,1,,,,,,,
961,1346,1,,,,,1,,,,,,,,,,,,,,,
962,1348,,,,,,,,,,,,,,,,,,,,,
963,1350,,,,1,,,,,,1,,,,,,,,,,,
964,1351,,,,1,,,,,,,,,,,,,,,,,
965,1352,,,,,,1,,,,,,,,,,,,,,,
966,1354,,,,,,,,,,,,,,1,,,,,,,
967,1356,,,,,,,,,,,,,,,,,,,,,
968,1357,,,,,,1,,,,,1,,,1,,,,,,,
969,1360,,,,,,,,,,,,,,,,,,,,,
970,1361,,,1,,,,,,1,,,,,,,1,,,,,
971,1362,1,,,,,,,,,,,,,1,,,,,,,
972,1365,,,,,,1,,,,,,,,,,,,,,,
973,1367,,,,,,,,,,,,,,,,,,,,,
974,1368,,,,,,,,,,,,,,1,,,,,,,
975,1370,,,,1,,,,,,,,1,,1,,,,,,,
976,1371,,,,,,1,,,,,,,,,,1,,,,,
977,1374,,,,,,,,,,,,,,1,,,,,,,
978,1376,,,,,,,,,1,,,,,1,,,,,,,
979,1377,,,,1,,,,,,,,,,,,,,,,,
980,1378,,,,1,,,,,,,,,,1,,,,,,,
981,1380,,,,,,,,,,,,,,,,,,,,,
982,1381,,,1,1,,1,,,1,1,,,,1,,,,,,1,
983,1382,,,,1,,1,,,,,,,,,,,,,,,1
984,1383,,,1,,,,,,,,1,1,,1,,,1,,,,
985,1384,,,,,,,,,,,,,,,,,,,,,
986,1385,,,1,,,1,,1,1,,,,,1,,,,,,,
987,1386,,,,,,,,,,,,,,,,,,,,,
988,1387,,,,1,,,,,,,,,,,,,,,,,
989,1388,,1,,,,,,,,,,,,1,,,1,,,,
990,1389,,,,,,,,,,,,,,,,,,,,,
991,1390,,,,,,,,,,,,,,,,,,,,,
992,1391,,,,1,,,,,,,,,,,,,,,,,
993,1393,,,,,,,,,,,,1,,1,,,,,,,
994,1395,,,,,,1,,,,,,,,1,,,,,,,
995,1398,,1,,,,,,,,,,,,,,,,,,,1
996,1400,,,,,,,,,,,,,,,,1,,,,,
997,1401,,,,,,,,,,,,,,,,,,,,,
998,1402,,,,,,,,,,,,,,,,,,,,,
999,1405,,1,1,,,1,,,,,,,,1,,,,,,,
1000,1406,,,1,,,,,,,,,,,1,,1,,,,,
1001,1408,,,,,,,,,,,,,,1,,,1,,,,
1002,1409,,,,,,,,,,,,,,,,,,,,,
1003,1410,,,,1,,,,,,,,,,,,,,,,,
1004,1412,,,,1,,,,,,,,,,,,,,,,,
1005,1413,1,,1,,,1,,,1,,,,,1,,,1,,,,1
