,Respondent,Engineering manager,QA or test developer,Designer,Mobile developer,System administrator,Game or graphics developer,Product manager,Data or business analyst,Educator or academic researcher,Marketing or sales professional,Back-end developer,Student,"C-suite executive (CEO, CTO, etc.)",DevOps specialist,Front-end developer,Database administrator,Data scientist or machine learning specialist,Embedded applications or devices developer,Desktop or enterprise applications developer,Full-stack developer
506,718,,,,,,,,,,,2,,,,,,,,,
507,719,,,,,,,,,,,2,,,,,,,,,
508,720,,,,,,,,,,,2,,,,,,,,,2
509,721,,,,,,,,,,,2,,,,,2,,,,2
510,722,2,,,,,,,2,,,,,,,,,2,,,
511,723,,,,2,,,,,,,,,,,,,,,,
512,725,,,,,,,,,,,,,,,,,2,2,,2
513,726,,,,,,,,,,,,,,,2,,,,,2
514,727,,,2,,,,,,,,2,,,,2,,,,,2
515,728,,,,,,,,,,,,,,,2,,,,,2
516,729,2,,,,2,,2,,,,2,,,2,2,2,,,2,2
517,730,,,,2,,,,,,,2,,,,2,,,,2,2
518,731,,,,,,,,,,,,,,,2,,,,,2
519,732,,,,,,,2,,,,,,,,,,,,,2
520,733,,,,2,,,,,,,2,2,,,,,,,,2
521,734,,,,,2,,,,,,2,,2,,,2,2,2,2,
522,735,,,,2,,,,,,,,,,,,,,,,
523,736,,,2,,,,,,,,,,,,2,,,,,
524,738,,,,,,,,,,,,,,,,,,,,2
525,739,2,,,,,,,2,,,,,,,,,,,,2
526,740,,,,,,,,,,,2,,,,2,,,,,2
527,742,,,,,,2,,,,,2,,,2,2,,,,,2
528,743,,,2,,,,,,,,,,,,2,,,,,
529,744,,,,,,,,,,,2,,,,,,,,,
530,746,,,,,,,,,,,2,,,,2,,,,,2
531,747,,,2,,,,,,,,2,,,,2,,,,2,2
532,749,,,,,,,,,,,2,,,,2,,,,,
533,750,2,,,,,,,,,,2,,,,,,,,2,2
534,751,2,,,,,,2,2,,,,,,,,,2,,,2
535,753,,,,,,,,,,,,,,,,,,,2,2
536,754,,2,,,,,,,,,2,,,,,,,2,2,
537,755,2,,,,,,,,,,2,,,,,,,,,2
538,756,2,,,,,,2,,,,2,,,2,,,,,,
539,758,,,2,,,,,2,,,2,,,2,,2,2,,2,
540,759,,,2,,2,,,,,,2,,,,2,,,,,2
541,760,,,,2,,,,,,,2,,,,2,,,,,2
542,761,,,,,,,,,,,,,,,,,,,,2
543,762,,,,,,,,,,,2,,,,2,,,,2,
544,763,,,,,,,,,,,2,,,,,,,,2,
545,764,,,,,,,,,,,2,,,,,,,,,
546,766,,,2,2,,,2,,,2,2,,,,2,2,,,2,2
547,767,,,,,,,,,,,,,,,,,,,,2
548,768,,,,,,,,,,,2,,,,2,,,,2,2
549,769,,,,2,2,,,,,,,,,,,2,,,,2
550,770,,,,,,,,,,,2,,,2,,,,,,
551,771,,,2,,,,,,,,2,,,,2,,,,,
552,772,,,,,,,,2,,,2,,,,,2,,,,
553,773,,,,,,,,,,,2,,,,2,,,,,2
554,774,,2,2,,2,,2,,,,2,,,2,2,2,,,,2
555,775,,,,,,,,,,,,,,,2,,,,,
556,777,,,,,,,,,,,,,,,,,,,,2
557,778,,,,,,,,,,,2,,,,,,,,,2
558,780,,,,2,,,,,,,,,,,,,,,,
559,781,,,,,,,,,,,2,,2,,,,,,,
560,782,,,,,,,,,,,,,,,,,,,,
561,784,,,,2,,,,,,,2,,,,2,,,,,2
562,785,,,,,,,,,,,,,,,2,,,,,
563,786,,,,,,,,,,,2,2,,,,,,,,
564,787,,2,,,,,,,,,,2,,,,,,,,
565,788,,,,,,,,,2,,,,,,,,,2,2,2
566,790,,,,2,,,,,,,2,,,,2,,,,,
567,791,,,,,,,,,,,2,,,,,,,,,2
568,794,,,,,2,,,,,,,,,2,,2,,,,
569,795,,,,2,,,,,,,,,,,,,,,,
570,797,,,2,,,,,,,,2,,,,2,,,,2,2
571,798,,,,2,,,,,,,2,,,,,,,,,
572,799,,,,,,,,,,,2,,,,2,,,,2,2
573,800,,,,,,,,,2,,2,,,,,,,,,
574,801,2,,,2,,,,,,,,,,,,,,,,
575,802,,,,,,,,,,,,,,,2,,,,,
576,804,,,,,,,,,,,,,,,,,2,,,
577,805,,,,,,,,,,,2,,,,,,,,,2
578,806,,,,,,,,,,,,,,,,,,,,2
579,807,,,,,,,,,,,2,,,2,2,2,,,,2
580,808,,,,,2,,,,,,2,,,2,2,2,,,,2
581,809,,,,,,,,,,,2,,,,2,,,,,2
582,810,,,,,2,,,,,,,,,,,2,,,,
583,811,,,,2,,,,,,,,,,,2,,,,,
584,812,,,,,,,,,,,2,,,,2,,,,2,2
585,814,,2,2,2,2,,,,,,2,,,2,2,2,,,2,2
586,816,,,,,,,,,,,2,,,,,,,,,
587,817,,,,2,,,,,,,,,,,,,,,,
588,818,2,,,,,,,,,,2,,,,,,,,,
589,820,,,,,,,,,,,2,2,,,2,,,,,
590,821,,,,,,,,,,,,,2,,,,,,,
591,822,,,,,,,,,,,2,,,,2,,,,,
592,823,,2,,,,,,,,,,,,,2,,,,,
593,826,,,,,,,2,,,,2,,,2,,,,,,
594,828,,,,,,,,,,,2,,,,2,,,,,2
595,829,,,,,,,,,,,,,,,,,,,,2
596,831,,2,,,,,,,,,,2,,,,,,,,
597,832,,,,,,,,,,,2,,,,2,,,2,,
598,834,2,,,,,,2,,,,2,,,,,,,,,2
599,835,,,,,,,,,,,2,,,,,,,,,
600,838,,,,,,,,,,,2,,,,2,,,,,2
601,839,,,,,,,,,,,2,,,,,2,,,2,2
602,840,,,,,,,,,,,2,,,,,,,,,
603,841,,,,,,,,,,,2,,,,,,,,,
604,842,2,,,,,,,,,,2,,,,,,,,,2
605,843,,,2,,,,,,,,,,,,,,,,,
606,845,,,,,,,,,,,2,,,,,2,,,,2
607,847,,,,,,,,,,,,,,,2,,,,,2
608,848,,,,,,,,,,,2,,,,,,,,,
609,850,,,,,,,,,,,,,,,,,,,,2
610,851,2,,,,2,,,,,,2,,,2,,2,,,,2
611,852,,,,2,,,,,,,2,,,2,2,2,,,2,2
612,853,,,,,,,,2,,,2,,,,2,2,,,2,2
613,854,,,,,,,,,,,,,,,2,,,,2,2
614,856,,,2,,,,,,,2,2,,,,2,,,,2,2
615,857,,,,2,,,,,,,2,,,,,,,,2,2
616,860,,,,,,,,,,,,,,,2,,,,,2
617,861,,,,,,,,,,,2,,,,,,,,,
618,862,,,,,,,,2,,,,,,,,,,,,
619,863,,,,,,,,,2,,,,,,,,,,,
620,865,,,,,2,,,,,,,2,,,,2,,,,
621,868,2,,,,,,,,,,2,,,,,,2,,,2
622,869,2,,,,,,,,,,2,,,,2,,,,,2
623,872,,,,,,2,,,,,2,,,,2,,,,,2
624,873,,,,,,,,,,,2,2,,,2,,,,,2
625,874,,,,,,,,,,,,,,,,,,,,2
626,876,,,,,,,,,,,2,,,,2,,,,,2
627,879,,,,,,,,,,,,,,,,,,,,2
628,881,,,,,2,,2,,,,2,,,,,2,,,,
629,882,,,,,,,,,,,2,,,,2,,,,,2
630,883,2,,,,,,,2,2,,2,,,,,2,,,2,
631,884,,,,2,,,,,,,2,,,,2,,,,,2
632,885,,,2,,2,,,2,,,2,,,,,2,,,,
633,887,,,,,,,,,,,2,,,,,2,,,2,2
634,890,,,2,,,,,,,,,,,,2,,,,,
635,892,,,,,,,,,,,2,,,,2,,,,,2
636,895,,,,,,,,,,,2,,,2,,,,,,
637,896,,,,,,,,,,,2,,,,2,,,,2,2
638,897,,,,,,,,,,,2,,,,2,,,,,2
639,898,,,,,,,,,,,,,,,,,,,,2
640,900,,,,,2,,,,,,2,,2,,2,2,,,2,2
641,902,2,,,,,,,,,,,,,,,,,,,
642,903,,,,,,,,,,,,,,,,,,,,
643,904,,,,,,2,,,,,2,,,,2,,,2,,
644,905,,,,,,,,,,,2,,,,2,,,,,2
645,906,,,,,,,,,,,2,,,,2,,,,2,2
646,907,,,,,,,,,,,,,,,,,,,,2
647,908,,,,,,,,2,2,,,,,,,,,,,
648,909,,,,,,,,,,,2,,,,2,2,,,,2
649,910,,,,,,,,,,,2,,,,2,,,,,2
650,912,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
651,913,,,,,,,,,,,2,,,,2,,,,,
652,916,,,,2,,,,,,,,2,,,,,,,,
653,922,,,,2,,,,,,,2,,,,2,,,,,2
654,923,,,,2,,,,,,,2,2,,,,,,2,,
655,924,,,,,,,,,,,,,,,2,,,,,2
656,925,,,,2,,,,,,,,,,,,,,,,
657,926,,,,,,,,,,,,,,,,,,,,
658,927,2,,,,,,,,,,2,,,,,,,,,2
659,928,,,,,,,,,,,2,,,,2,,,,,2
660,929,,,,,,,,,,,2,,,,2,,,,,2
661,930,,,,2,,,,,,,,,,,,,,,,
662,931,,,,,,,,,,,,,,2,2,,,,,2
663,932,,,2,,,,,,,,2,,,,2,,,,,2
664,933,,,,,,,,,,,2,,,,,,,,,2
665,934,,,,,,,,,,,2,,,,2,,,,,2
666,935,,,,,,,,2,,,,,,,,,,,,
667,936,,,,,,,,,,,,,,,,,,2,,
668,937,,,,2,,,,,,,2,,,,,,,,,
669,939,,,,,,,,,,,,,,,2,,,,,2
670,940,,,2,,,,,,,,,,,,2,,2,,,2
671,941,,,,,2,,,,,,2,,,,2,2,,,2,2
672,942,,,,,,,,,,,2,,,,,,,,,
673,943,,,,,,,,,,,2,2,,2,2,,,,,2
674,944,,,,,,,,,,,,,,,,,,,,2
675,946,,,,,,,,,,,2,,,,,,,,,
676,947,,,,,,,,2,,,2,,,,,,,,2,2
677,948,,2,,,2,,2,,,,2,,,,2,2,,,,2
678,949,,,,,,,,,,,,,,2,,,,,,2
679,951,,,2,2,,,,,,,,,,,2,,,,,2
680,952,,,,,,,,,,,,,,,,,,,2,
681,954,,,,,,,,,,,2,,,,,,,,,
682,955,,,,,,,,,,,2,,,,,,,2,2,
683,957,,,,,,,,,2,,,,,,,,2,,,
684,958,,,,,,,,,,,2,,,,2,,,,,2
685,961,2,,,,,,2,,,,,,,,,,,,,2
686,962,,,,,,,,,,,2,,,,2,,,,,2
687,963,,,,,,,,,,,2,,,,,,,,,2
688,964,,,,,2,,,,,,,,,2,,,,,,
689,966,,,,,,,,,,,2,,,,,,,,,
690,967,,,2,,,,,,,,2,,,,,,,,,
691,968,,,,2,2,,,,,,2,,,2,2,2,,2,2,2
692,969,,,,,2,,,,,,2,,,,2,,,2,2,
693,971,,,,,,,,,,,,2,,,2,,,,,
694,972,,,,,,,,,,,,,,2,,,,,,
695,974,,,,,,,,,,,2,2,,,2,,,,,2
696,975,,2,,,,,,,,,,,,,,,,,,
697,980,,,,,,,,,,,2,,,,,,,,,
698,981,,,,,,,,,,,,,,,,,2,,,
699,983,,,,,,,,,,,2,,,,2,,,,,
700,984,,,,,,,,,,,,,,2,,,,,,
701,986,,,,2,,,,,,,2,,,,,,,,,2
702,988,,,,,,,,,,,2,,,,,,,,,
703,990,,,,,,,,,2,,,,,,,,,,,
704,991,,,,,,,,,,,,,,,,,,,,2
705,997,,,2,2,,,,,,,,,,,2,,,,,2
706,998,,,,,,,,,,,,,,,,,,,,
707,999,,,2,,2,,,,,,2,2,,,2,2,,2,,
708,1000,,,,,,,,,,,,,,,2,,,,,
709,1001,,,,,,,,,,,,2,,,,,,,,
710,1006,,,,2,,,,,,,,,,,,,,,,
711,1007,,,,,,,,,,,2,,,,,,,,,
712,1008,,,,,,,,,,,2,,,,,2,,,,
713,1009,,,,,,,,,,,,2,,,2,,,,,
714,1010,,,,,,,,,,,,,,2,,,,,,2
715,1011,,2,,,,,,2,,2,2,,,,,2,,,,
716,1013,2,,,,,,,,,,,,,,,,,,,
717,1015,,2,,2,,,,,,,2,,,,2,,,,,
718,1016,,,,,,,,,,,2,,,,2,,,,,2
719,1018,,,,,2,,,,,,2,,,,,2,2,,,2
720,1020,,,,,,,,2,,,,,,,,,,,2,2
721,1021,2,,2,2,,,,,,,2,2,,2,2,2,,,2,2
722,1023,,,,,,,,,,,2,,,,,,,,,2
723,1024,,,,,,,,,,,2,,,,,,,,2,2
724,1025,,,,,,,,,,,2,,,,2,,,,,2
725,1027,,,,2,,,,,,,2,,,,2,,,,,2
726,1028,,,,,,,,,,,2,,,,,,,,,
727,1030,,,,,,,,,,,2,,,,2,,,,2,2
728,1032,,,,,,,,,,,,,,,,,,,,
729,1033,,,,,,,,,,,2,,,,2,,,,,2
730,1034,,,,,,,,,,,2,,,,,,,,2,
731,1035,,,,,,,,,,,2,,,,,,,,,
732,1036,,,,2,,,,,,,2,,,,2,,,,2,2
733,1037,,,,2,,,,,,,,,,,,,,,,2
734,1038,,,,,,,,,,,2,,,,2,2,,,2,2
735,1039,,2,,,2,,,,,,2,,,,,,,,,2
736,1040,,,,,,,,2,,,,,,,,,2,,,
737,1041,2,,,,,,,,,,2,,2,,,2,,,,2
738,1042,,,,,,,,,,,,,,,2,,,,,
739,1044,,,,,,,,,,,2,,,,,,,,,
740,1045,,,,2,,,,,,,,,,,,,,,,
741,1047,,,,,,,,,,,2,,,,,,,,,
742,1050,,,,2,,,,,,,,,,,,,,,,
743,1051,,,,,,2,,,,,,,,,,,,,,
744,1053,,,,,,,,,,,2,2,,,2,,,,,2
745,1054,,,,,,,,,,,,,,,2,,,,,
746,1056,,,,,,,,2,2,,,,,,,,2,,,
747,1057,,,,,,,,,,,2,,,,,,,,,2
748,1058,,,,,,,,,,,2,,,,2,,,,,
749,1059,,,,2,,,,,,,2,,,,,,,,,2
750,1060,,,,,,,,,,,,2,,,,,,,,
751,1061,,,,,,,,,2,,,2,,,,,,,,2
752,1062,,,,,,,,2,,,,,,,,,2,,,
753,1063,,,2,,,,,,,,,2,,,,2,,,,2
754,1065,,,,,,,,,,,,,,,,,,,,2
755,1067,,,,,,,,,,,,,,,,2,,,,
756,1070,,,,2,,,,,,,,,,,2,,,,,
757,1071,2,,,,,,,,,,2,,,,,,,,,
758,1072,,,,,,,,2,,,,,,,,,,,,
759,1074,,,,,,,,,,,2,,,,2,2,,,,
760,1075,,,,,,,,,,,,,,,,,,,,2
761,1076,,,,,,,,,,,2,,,,,,,,2,2
762,1077,,,,,,,,,,,,,,,,,,2,,
763,1078,,,2,,,,,2,,,2,,,,2,2,,,2,2
764,1079,,,,,,,,,,,2,2,,,,,,,,
765,1080,,,,,,,,,,,,,,,,,,,,
766,1083,,,,,,,,,,,2,,,,2,,,,,2
767,1084,,,,2,,,,,,,,,,,,,,,,
768,1085,,,,,,,,,,,,2,,,,,,,,
769,1086,,,2,2,,,,2,,,,,,,,,2,,,
770,1089,,,,,,,,,,,2,,,,2,,,,,2
771,1091,,,,,2,,,2,,,,,,,,,,,,
772,1094,,,,,,,,,,,2,,,,,,,,,
773,1095,,,2,,,,,,,,2,,,,,,,,2,
774,1098,,,,,,,,,,,2,,,,,,,,,
775,1099,,,,,,,,,,,,2,,,,,2,,,
776,1100,,,,,2,,,,,,2,,,2,2,,,,,2
777,1102,,,,,,,,,,,,,,,,,,,,2
778,1103,,,2,2,2,,,2,,,2,2,,,2,2,,,,2
779,1105,,,,,2,,,,,,,,,2,,,,,,
780,1106,,,,2,,,,,,,,,,,2,,,,,
781,1107,,,,,2,,,,,,,,,2,,,,,,2
782,1108,,,,,,,,,2,,2,2,,,2,,2,,,2
783,1109,,,2,,2,,,2,,,2,,,,2,2,,,2,
784,1110,,,,,,,,,,,,,,,2,,,,,
785,1111,,,,,,,,,,,,,,,2,,,,,
786,1112,,,,2,,,,,,,2,,,,2,,,,,2
787,1113,,,,,,,,,2,,,,,,2,,,,,
788,1117,,,,,,,,,,,,,,,,,,,,2
789,1118,,,,,2,,,,,,,,,,,,,,,
790,1119,,,,2,2,,,,,,2,,,,,2,,,2,2
791,1121,,,,,,,,,,,2,,,,,2,,,,
792,1122,,,,,,,,,,,,,,,,,,,,2
793,1123,,,,,,,,,,,2,,,,2,,,,,2
794,1124,,,,,,,,,,,2,,,2,,,,,,
795,1125,,,,,,,,,,,2,,,,,,,,,2
796,1127,,,,,,,,,,,,2,,,2,,,,,
797,1128,,,,,,,,,,,2,,,,,,,,,
798,1129,,,,,,,,,,,,,,,,,2,,,2
799,1130,,,,,,,,,,,,,,,,,,,,2
800,1131,,,,,,,,,,,2,,,,2,2,,,,2
801,1132,,,,,,,,,,,2,,,,2,,,,,2
802,1133,,,,,,,,,,,,,,,,,2,,,
803,1135,,,,2,,,,,,,,,,,,,,,,
804,1137,,,,,,,,,,,,,,2,,,,,,
805,1138,,,,,,,,,,,,,,,,,2,,,
806,1139,2,,,,,,,,,,2,,,,,,,,,
807,1141,,,,,,,,,,,2,,,,2,,,,2,2
808,1142,,,,,,,,,,,2,,,,2,,,,,2
809,1143,,,,,,,,,,,,,,,,,,,,2
810,1144,,,,,,,,,,,2,,,,,,,,,
811,1145,,,,,,,,,,,2,,,,2,,,,,2
812,1146,,,,,,,,,,,2,,,,2,,,,,
813,1147,,,2,,,,,,,,2,,,,2,2,,,2,2
814,1148,,,,,,,2,,,,,,,2,,,,,,2
815,1149,,,,,,,,,,,2,,,,,,,,,
816,1150,,,,,,,,,,,,,,,2,,,,,2
817,1151,,,,2,,,,,,,2,,,,2,,,,2,2
818,1152,,,,2,,,,,,,,,,,,,,,,
819,1153,,,,,2,,,,,,,,,2,,,,,,
820,1155,,,,,,,,,,,2,,,,,,,,,
821,1156,,,,,,,,,,,,,,,,,,,,2
822,1157,,,,2,2,,,,,,2,,,2,,,,,,
823,1159,,,,,,,,2,,,,,,,,,,,,
824,1160,,,,,,,,,,,2,,,,,,,,2,
825,1162,,,2,2,,,,,,2,,,2,,,2,,,2,2
826,1163,,,,2,2,,,,,,,,,,,,,,,
827,1164,,,,,,,,,,,2,,,,,,,2,2,2
828,1166,,,,,,,,,,,,,,,,,,,,2
829,1172,,,,,2,,,,,,,2,,,,,,,,
830,1174,,,,,,,,,,,2,,,2,2,,,2,,2
831,1178,,,,,,,,,,,2,,,,,,,,,
832,1179,,,,,,,,,,,2,,,,,,2,,,
833,1180,,,,,2,,,,,,,,,,,,,,,
834,1181,,,,,,,,2,,,2,,,,,,,,2,
835,1183,,,,,,,,,,,2,,,,,,,,,
836,1185,2,,,,,,,,,,2,,,,,,2,,,
837,1187,,,,2,,,,,,,,,,,2,,,,,
838,1188,,,,,,,,,,,,,,,,,,,2,
839,1189,,,,2,,,,,,,2,,,,2,,,,2,2
840,1190,2,,2,,,,,,,,2,,,,2,,,,2,
841,1192,,,,,2,,,,,,2,,,,,2,,,,2
842,1194,,2,,,2,,,,,,2,2,,,,,,,2,
843,1195,,,,,,,,,,,2,,,,2,,,,,
844,1196,2,,,,,,2,,,2,,,,,,,,,,
845,1197,,2,2,,,,2,2,,,2,,,2,2,2,,,,2
846,1198,,,,,,,,,,,2,,,,2,,,,,2
847,1201,,,,,,,,,,,2,,,,2,,,,,2
848,1202,,,,,,,,,,,2,,,2,,,2,,,2
849,1205,,,,,,,,,,,,,,,2,,,,,
850,1206,,,,,,,,,,,2,,,,,2,,,2,
851,1207,,,,,,,,,,,,,,,,,,,,
852,1208,,,2,,,,,2,,,2,,2,,2,2,2,,,
853,1209,,,,,,,,,,,2,,,,2,2,,,,2
854,1210,,,,,,,,,,,2,,,,2,,,,,2
855,1211,,,,,,,,,,,2,,,,,,,,,
856,1212,,,,,,,,,,,,,,2,,,,,,
857,1213,,,,,2,,,,,,2,,,2,2,2,,,,2
858,1215,,,,,,,,,,,2,,,,2,,,,2,2
859,1216,,2,,,2,,,,2,,2,,2,,,2,2,,2,
860,1217,,,,,,,,,,,2,,,,2,,,,2,2
861,1219,,,,2,,,,,,,2,,,,2,,,,,2
862,1221,,,,,,,,,,,2,,,,2,,,,,2
863,1222,,2,,,,,,,,,2,,,,,,,,,2
864,1223,,,,2,,,,,,,,,,,,,,,,
865,1224,,,,2,,,,,,,2,,,2,,,,,,
866,1225,,,,,,,2,,,,2,,2,,2,,,,,2
867,1227,,2,,,2,,,2,,,2,,,2,2,2,,,,2
868,1229,,,,,,,,,,,,,,,2,,,,,
869,1230,,,,2,,,,,,,,,,,,,,,,
870,1231,,,,,,,,,,,2,,,,,,,,,
871,1232,,,,,,,,,,,2,,,,,,,,,
872,1233,,2,,,,,2,,,,2,,,,2,,,,,2
873,1236,,,,,,,,,,,2,,,,2,2,,,,2
874,1238,,2,,,,,,,,,,,,,,,,,,2
875,1239,,,,2,,,,,,,,,,,2,,,,,
876,1240,,2,,,,,,,,,2,,,2,,,,,,
877,1241,,,2,2,,,,2,,,2,,,2,2,,,,,2
878,1242,,,,,,,,,,,2,,,2,2,,,,,2
879,1243,,,,,,,,,,,2,,,,,,,,,2
880,1244,,,,,2,,,,,,2,,,2,2,,,,,
881,1245,,,,,,,,,,,,,,,,,,,,
882,1246,,,,2,2,,,,,,2,,,,2,2,,,,2
883,1247,,2,,,,,2,2,,,2,,,2,,2,2,,,2
884,1248,,,,,,,,,,,,,,,,,,,,2
885,1249,,,,,,,,,,,,,,,2,,,,,
886,1250,,,,,,,,,,,,,,,2,,2,,,
887,1251,,,,,,,,,,,,,,,2,,,,,
888,1253,,,,,2,,,,,,2,,,,2,,,,,
889,1254,,,,,,,,,,,2,,,,,,,,,
890,1255,,,,,,,,,,,,,,,2,,,,,
891,1256,,,,,,,,,,,2,,,,,,2,,,2
892,1258,,,,,,,,,,,,,,,2,,,,,
893,1259,,,,,,,,,,,2,,,,2,,,,,2
894,1260,,,2,,,,,,,,2,,,,2,2,,,,
895,1262,,,,,,,,,,,,,,,2,,,,,
896,1263,,,,,,,,,,,,,2,,,,,,,
897,1264,,2,,,,,,,,,2,,,,2,,,,,2
898,1265,,,,,,,,,,,,,,,2,,,,,2
899,1268,,,,,,,,,,,2,,,,2,2,,,,2
900,1269,,,2,,2,,,,,,,,,,,2,,,,
901,1270,,,,2,,,,,,,2,,,,2,,,,,
902,1273,,,,,,,,,,,2,,,,,,,,,2
903,1274,,,,,,,,,,,,,2,,,,,,,2
904,1275,,,,,,,,,,,2,,,2,,,,,2,2
905,1276,,,,,2,,,,,,2,,,,,2,,,,2
906,1278,,,,,,,,2,,,2,,,,2,,,,,
907,1279,,,,,,,,,,,2,,,,2,2,,,2,
908,1280,,,,,2,,,,,,2,,,,,,,,,
909,1282,,,,,,,,,,,2,,,,,,,,,2
910,1283,,,2,,2,,,,,,,,,,2,2,,,,
911,1284,,,,2,,,,,,,2,,,,2,,,,2,2
912,1285,,,,,,,,2,,,,,,,,,,,,
913,1286,,,,,,,2,,,,,,,,,,,,,
914,1288,,,,2,,,,,,,,,,,,,,,,
915,1289,,,,2,,,,,,,,,,,,,,2,,2
916,1290,,,2,,,,,,2,,2,,,,2,,,,2,
917,1291,,,,,,,,,,,,,,,2,,,,,
918,1292,,,,,,,,,,,,,,2,,,,,,
919,1293,,,,,2,,,,,,2,,,2,,,,,,
920,1294,,,,,,,,,,,2,,,,2,,,,,2
921,1295,,,,,,,,,,,2,,,,,,,,,2
922,1296,,,,,,,,,,,2,,,,,,,,2,
923,1297,,,,,,,,,,,2,,,,2,,,,,2
924,1298,,,,,2,,,,,,2,,,,2,,,,2,2
925,1299,2,,2,,,,,,,,2,,,,2,,,,2,2
926,1303,,,,,,,,,,,2,,2,,,,,,,
927,1306,,,,,,,2,,,,,,,,,,,,,2
928,1307,,,,,,,,,,,2,2,,,2,,,,2,
929,1309,,,,,,,,,,,,,,,,,,,2,
930,1310,,,,,2,,,,,,2,,,2,,2,,,,
931,1311,,,,,,,,,,,2,,,,2,,,,,
932,1312,2,,,,,,,2,,,2,,,,,,2,,,
933,1313,,,,,,,,,,,2,,,,,,,,,2
934,1314,,,2,,,,,,,,2,,,2,2,,,,2,2
935,1315,,,,2,,,,,,,2,,,,,2,,,2,2
936,1316,,,,,,,,,,,2,,,,2,,,,,2
937,1317,,,,,,,,,,,,,,,,,,,,2
938,1318,,,,,,,2,,,,,,,,,,,,,2
939,1319,,,,,,,,,,,,,,,,,,,,2
940,1320,,,,,,,,,,,2,,,,,,,2,2,
941,1321,,,,,,,,,,,2,,,2,,,,,,2
942,1322,,,,,,,,,,,,2,,,,,,,,
943,1326,,,,,2,,,2,,,2,,,,2,,,,,2
944,1327,,,,,,,,,,,,,,,,,,2,,
945,1328,,,,,,2,,,,,,,,,,,,2,,
946,1329,,,,,,,,,,,,,,,,,,,,2
947,1331,,,,2,,,,,,,,,,,,,,,,
948,1333,,,,,,,,,,,2,,,,,,,2,,
949,1334,,,,2,,,,,,,,,,,2,,,,,
950,1335,,,,,,,,,,,2,,,,2,2,,,2,2
951,1336,,,,,2,,,,,,,,,2,,,,,,
952,1337,,,,,2,,2,,2,,2,,,,,2,,,,2
953,1338,,,,2,,,,,,,,,,,2,,,,,
954,1339,,,,,,,,,,,2,,,,,2,,,2,2
955,1340,,,,,,,,,,,2,,,,2,,,,,2
956,1341,,,2,2,2,,,2,,,2,,,2,2,2,,,2,2
957,1342,,,,,,,,,,,2,,,,,,,,,
958,1343,,,,,,,,,,,,,,,2,,,,,
959,1344,,,,,,,,,,,2,,,2,2,,,,2,2
960,1345,,,,,,,,,,,2,,,,2,,,,,2
961,1346,,,,,,,,,,,2,,,,,,,,,
962,1348,,,,,,,,,,,,2,,,,,,,,2
963,1350,,,,,,,,2,,,2,,,2,,,,2,,
964,1351,,,,,2,,,,,,,,,,,,2,2,,
965,1352,,,,,2,,,,,,,,,,,2,,,2,2
966,1354,,,,,,,,,,,2,,,,,,,,,2
967,1356,,,,,,,,,,,,,,,2,,,,,
968,1357,,,,,,,,,,,,,,,2,,,,,
969,1360,,,,2,,,,,,,,,,,,,,2,,
970,1361,,,,,,,,,,,,,,2,,,2,,,2
971,1362,,,,,,,,,,,2,2,,,2,2,,,,2
972,1365,,,,,2,,,,,,2,,,,,,,,,
973,1367,,,,,,,,,2,,,,,,,,,,,
974,1368,,,,,,,,2,,,,2,,,,,2,,,
975,1370,,,2,2,,,,,2,,,,,,2,2,,,,
976,1371,,,,,,,,,,,2,,,,,,,,,2
977,1374,,,,2,,,,,,,2,2,,,2,,,,,2
978,1376,,,,,,,,,,,2,2,,,2,,,,,2
979,1377,,,2,,2,,,2,,,2,,,,2,2,,,2,2
980,1378,,,,,,,,,,,,,2,,,,,,,
981,1380,,,,,,,,,,,2,,,,,,,,,
982,1381,,2,,2,2,,,,,,2,,,2,2,2,,,2,2
983,1382,,,,,2,,,,,,2,,,,,2,,2,2,
984,1383,2,,,,,,,,,,,,,2,,2,,,,2
985,1384,,,,,,,,,,,,,,,2,,,,,
986,1385,,,,,,,,,,,2,,,,,,,,,
987,1386,,,,,,,,,,,2,,,,,,,,,
988,1387,,,,,,,,,,,,,,,,,,,2,2
989,1388,,,,2,2,,,,,,2,,,,2,,,,,2
990,1389,,,2,,,,,,,,,,,,,,,,,
991,1390,,,,,,,,,,,2,,,,,,,,2,2
992,1391,,,,,,,,,,,,,,,,,,,2,
993,1393,,2,,,,,,,,,2,,,,2,,,,,
994,1395,,,,,,,,,,,2,,,,2,,,,,2
995,1398,,,,,,,,,,,,2,,,2,,,,,2
996,1400,,,2,,,2,,,,,2,,,,2,,,,2,
997,1401,,,,,,,,,,,2,,,2,,,,,,2
998,1402,,,,,,,,2,,,2,,,2,,,,,,2
999,1405,,2,,,2,,,2,,,,,2,,,2,,,,2
1000,1406,,,,,,,,,,,2,,,,,,,,,2
1001,1408,,,,,2,,,,,,,,,,,,,,,
1002,1409,,,,,,,,,,,2,,,,,,,,,
1003,1410,,,,,,,,,,,2,,,,2,,,,,2
1004,1412,,,,,,,,,,,2,,,,,,,,,2
1005,1413,,,,2,,,,,,,2,,,2,2,2,2,,,2
1006,1414,,,,,,,,,,,2,,,,,,,,,
1007,1415,,,,,,,,,,,2,,,,2,,,,,
1008,1419,,,,,,,,,,,,,,,,,,,,2
