Respondent,amazon echo,android,apple watch or apple tv,arduino,aws,azure,drupal,esp8266,firebase,gaming console,google cloud platform/app engine,google home,heroku,ibm cloud or watson,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,serverless,sharepoint,windows desktop or server,windows phone,wordpress
585,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,1.0
586,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,
587,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
588,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
592,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
593,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0
594,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0
596,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,
597,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
599,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0
600,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
601,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
602,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
606,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
611,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
613,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
614,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,
615,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
623,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
624,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
629,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0
632,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
634,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0
645,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
646,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,
654,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0
655,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,
657,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,
662,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,
663,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
664,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,
665,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0
669,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
676,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0
681,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0
682,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
686,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0
688,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,1.0
697,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
705,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
708,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
710,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
713,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
722,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
723,,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
725,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
726,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0
728,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
729,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,
730,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
731,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0
732,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
733,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
734,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
735,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
738,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
739,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
740,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
742,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,
743,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
750,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
753,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
754,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
755,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,
756,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
758,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
759,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,
760,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,
761,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
762,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
763,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
764,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,
766,,1.0,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,1.0
767,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,
770,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,
771,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
772,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
773,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
774,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
775,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
777,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
778,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
780,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
782,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
784,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,
785,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
787,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
788,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
790,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
791,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0
800,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
801,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
804,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
805,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
806,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,
808,,,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,
809,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,
810,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
814,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0
816,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
817,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
820,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
826,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
839,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
840,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
845,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0
848,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,
850,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
851,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
852,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0
860,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
861,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
865,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
868,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
869,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
876,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
879,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
881,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
882,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
884,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
895,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,
897,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0
906,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0
910,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
923,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,
924,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
927,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0
928,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
930,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
931,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
933,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,
937,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
940,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
941,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0
942,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0
943,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
944,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
946,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0
947,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
948,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
949,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
954,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
963,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,
964,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,
968,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
969,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
984,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
986,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
988,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
991,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
997,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
998,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,
999,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1006,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1007,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
1010,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
1018,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0
1020,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,
1021,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
1023,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
1024,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
1025,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
1027,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1028,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
1030,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0
1035,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0
1037,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
1039,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0
1042,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1044,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1045,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,
1053,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,
1054,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
1062,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,
1065,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
1067,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
1071,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
1072,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
1076,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1080,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0
1083,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1084,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1086,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0
1089,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,
1091,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0
1094,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1098,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
1099,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
1100,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
1102,,,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0
1103,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1110,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
1111,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
1112,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0
1117,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0
1119,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
1122,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1123,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1124,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
1125,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1128,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1129,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0
1137,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,
1138,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
1141,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0
1142,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1146,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,
1147,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,,,,,,,,,,
